,message,label
1431,X course it 2yrs. Just so her messages on messenger lik you r sending me,ham
1432,I think steyn surely get one wicket:),ham
1433,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",ham
1434,"Garbage bags, eggs, jam, bread, hannaford wheat chex",ham
1435,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,ham
1436,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,ham
1437,My birthday is on feb  &lt;#&gt;  da. .,ham
1438,So when do you wanna gym?,ham
1439,You'd like that wouldn't you? Jerk!,ham
1440,Are u awake? Is there snow there?,ham
1441,And of course you should make a stink!,ham
1442,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",spam
1443,No go. No openings for that room 'til after thanksgiving without an upcharge.,ham
1444,When you guys planning on coming over?,ham
1445,Wat �_ doing now?,ham
1446,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham
1447,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,ham
1448,Do I? I thought I put it back in the box,ham
1449,I'm home...,ham
1450,No one interested. May be some business plan.,ham
1451,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,ham
1452,Good morning princess! Have a great day!,ham
1453,Guai... �� shd haf seen him when he's naughty... �� so free today? Can go jogging...,ham
1454,Aiyo cos i sms �_ then �_ neva reply so i wait 4 �_ to reply lar. I tot �_ havent finish ur lab wat.,ham
1455,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",ham
1456,Tell me something. Thats okay.,ham
1457,Ok,ham
1458,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,ham
1459,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,ham
1460,"Hey, iouri gave me your number, I'm wylie, ryan's friend",ham
1461,Yep get with the program. You're slacking.,ham
1462,I'm in inside office..still filling forms.don know when they leave me.,ham
1463,"I think your mentor is , but not 100 percent sure.",ham
1464,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),spam
1465,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,spam
1466,A �400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a �400 reward. Just call 09066380611,spam
1467,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,ham
1468,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,spam
1469,Hi mom we might be back later than  &lt;#&gt; ,ham
1470,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,ham
1471,"Lol, oh you got a friend for the dog ?",ham
1472,"Ok., is any problem to u frm him? Wats matter?",ham
1473,"K I'll head out in a few mins, see you there",ham
1474,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,ham
1475,I cant pick the phone right now. Pls send a message,ham
1476,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,ham
1477,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,spam
1478,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or �250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",spam
1479,Somebody set up a website where you can play hold em using eve online spacebucks,ham
1480,Its sunny in california. The weather's just cool,ham
1481,You have 1 new message. Call 0207-083-6089,spam
1482,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",ham
1483,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,ham
1484,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.I��m knackered and i��m dreading work tonight. What are thou upto tonight. X,ham
1485,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,ham
1486,I'm at work. Please call,ham
1487,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,ham
1488,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,ham
1489,Ok.ok ok..then..whats ur todays plan,ham
1490,Nt joking seriously i told,ham
1491,Watching ajith film ah?,ham
1492,Ooooooh I forgot to tell u I can get on yoville on my phone,ham
1493,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",ham
1494,I dont know exactly could you ask chechi.,ham
1495,Dunno lei shd b driving lor cos i go sch 1 hr oni.,ham
1496,As in i want custom officer discount oh.,ham
1497,That's necessarily respectful,ham
1498,Hi. Hope you had a good day. Have a better night.,ham
1499,And he's apparently bffs with carly quick now,ham
1500,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!�����_??�۬ud evening...,ham
1501,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,ham
1502,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,ham
1503,So gd got free ice cream... I oso wan...,ham
1504,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,ham
1505,So how many days since then?,ham
1506,Dear are you angry i was busy dear,ham
1507,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if �_ leaving earlier or wat mah cos mayb �_ haf to walk v far...,ham
1508,... Are you in the pub?,ham
1509,There is a first time for everything :),ham
1510,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",ham
1511,I ask if u meeting da ge tmr nite...,ham
1512,Gr8. So how do you handle the victoria island traffic. Plus when's the album due,ham
1513,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,ham
1514,East coast,ham
1515,You should get more chicken broth if you want ramen unless there's some I don't know about,ham
1516,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,ham
1517,Nope. I just forgot. Will show next week,ham
1518,So how are you really. What are you up to. How's the masters. And so on.,ham
1519,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),ham
1520,I dont know oh. Hopefully this month.,ham
1521,"Hi elaine, is today's meeting confirmed?",ham
1522,Ok k..sry i knw 2 siva..tats y i askd..,ham
1523,"Sorry, I'll call later",ham
1524,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,ham
1525,Otherwise had part time job na-tuition..,ham
1526,Oh yeah! And my diet just flew out the window,ham
1527,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,ham
1528,You didnt complete your gist oh.,ham
1529,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",ham
1530,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",ham
1531,If I was I wasn't paying attention,ham
1532,Thanx a lot 4 ur help!,ham
1533,You're gonna have to be way more specific than that,ham
1534,Jesus armand really is trying to tell everybody he can find,ham
1535,I'm wif him now buying tix lar...,ham
1536,Mode men or have you left.,ham
1537,Am slow in using biola's fne,ham
1538,"\What are youdoing later? Sar xxx\""""",ham
1539,Hey i've booked the 2 lessons on sun liao...,ham
1540,Thank you. do you generally date the brothas?,ham
1541,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x",ham
1542,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",ham
1543,You have won a guaranteed 32000 award or maybe even �1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,spam
1544,Good morning. At the repair shop--the ONLY reason i'm up at this hour.,ham
1545,"And that's fine, I got enough bud to last most of the night at least",ham
1546,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,ham
1547,So that takes away some money worries,ham
1548,"aight we can pick some up, you open before tonight?",ham
1549,"Latest News! Police station toilet stolen, cops have nothing to go on!",ham
1550,Sac needs to carry on:),ham
1551,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,ham
1552,What???? Hello wats talks email address?,ham
1553,Except theres a chick with huge boobs.,ham
1554,Im just wondering what your doing right now?,ham
1555,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,ham
1556,"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\""""",spam
1557,Arun can u transfr me d amt,ham
1558,"Sorry, I'll call later",ham
1559,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/,ham
1560,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,spam
1561,Ok i thk i got it. Then u wan me 2 come now or wat?,ham
1562,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,spam
1563,U GOIN OUT 2NITE?,ham
1564,I will treasure every moment we spend together...,ham
1565,Shall I bring us a bottle of wine to keep us amused? Only joking! I���ll bring one anyway,ham
1566,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true��C C Ringtone��,spam
1567,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth �33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,spam
1568,"URGENT! Last weekend's draw shows that you have won �1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",spam
1569,Ok lor.,ham
1570,I thought slide is enough.,ham
1571,Yup,ham
1572,Well obviously not because all the people in my cool college life went home ;_;,ham
1573,Ok lor �_ reaching then message me.,ham
1574,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,ham
1575,Dhoni have luck to win some big title.so we will win:),spam
1576,Yes princess! I want to please you every night. Your wish is my command...,ham
1577,What Today-sunday..sunday is holiday..so no work..,ham
1578,No probably  &lt;#&gt; %.,ham
1579,Really do hope the work doesnt get stressful. Have a gr8 day.,ham
1580,Have you seen who's back at Holby?!,ham
1581,Shall call now dear having food,ham
1582,URGENT We are trying to contact you Last weekends draw shows u have won a �1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,spam
1583,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... ,ham
1584,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",ham
1585,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(,ham
1586,Ofcourse I also upload some songs,ham
1587,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,spam
1588,K. I will sent it again,ham
1589,Oh thanks a lot..i already bought 2 eggs ..,ham
1590,K. I will sent it again,ham
1591,U studying in sch or going home? Anyway i'll b going 2 sch later.,ham
1592,Marvel Mobile Play the official Ultimate Spider-man game (�4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,spam
1593,I think if he rule tamilnadu..then its very tough for our people.,ham
1594,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",ham
1595,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...",ham
1596,Yes... I trust u to buy new stuff ASAP so I can try it out,ham
1597,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",spam
1598,Why did I wake up on my own &gt;:(,ham
1599,Now get step 2 outta the way. Congrats again.,ham
1600,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night,ham
1601,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,spam
1602,Apo all other are mokka players only,ham
1603,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",ham
1604,Wait . I will msg after  &lt;#&gt;  min.,ham
1605,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,ham
1606,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,ham
1607,I want to be inside you every night...,ham
1608,"Machan you go to gym tomorrow,  i wil come late goodnight.",ham
1609,Lol they were mad at first but then they woke up and gave in.,ham
1610,I went to project centre,ham
1611,"It���s reassuring, in this crazy world.",ham
1612,"Just making dinner, you ?",ham
1613,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave,ham
1614,Oh... Okie lor...We go on sat... ,ham
1615,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,ham
1616,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...",ham
1617,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt,ham
1618,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.",ham
1619,Can you pls send me that company name. In saibaba colany,ham
1620,No. I dont want to hear anything,ham
1621,You are a big chic. Common. Declare,ham
1622,Thats cool. I want to please you...,ham
1623,Going to join tomorrow.,ham
1624,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p�3.99,spam
1625,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,ham
1626,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,spam
1627,"Total disappointment, when I texted you was the craziest shit got :(",ham
1628,Its just the effect of irritation. Just ignore it,ham
1629,What about this one then.,ham
1630,I think that tantrum's finished so yeah I'll be by at some point,ham
1631,Compliments to you. Was away from the system. How your side.,ham
1632,happened here while you were adventuring,ham
1633,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ",ham
1634,Ok which your another number,ham
1635,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",ham
1636,Aiyah ok wat as long as got improve can already wat...,ham
1637,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,spam
1638,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight,ham
1639,Just sleeping..and surfing,ham
1640,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O �250 3 WANT �800,ham
1641,Yeah it's jus rite...,ham
1642,Armand says get your ass over to epsilon,ham
1643,U still havent got urself a jacket ah?,ham
1644,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready",ham
1645,Hi its in durban are you still on this number,ham
1646,Ic. There are a lotta childporn cars then.,ham
1647,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.",spam
1648,"No, I was trying it all weekend ;V",ham
1649,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs",ham
1650,"Cool, what time you think you can get here?",ham
1651,Wen did you get so spiritual and deep. That's great,ham
1652,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with,ham
1653,Hahaha..use your brain dear,ham
1654,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash,ham
1655,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x,ham
1656,Yes i have. So that's why u texted. Pshew...missing you so much,ham
1657,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.,ham
1658,"Sorry, I'll call later",ham
1659,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit,ham
1660,Anything lor. Juz both of us lor.,ham
1661,Get me out of this dump heap. My mom decided to come to lowes. BORING.,ham
1662,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,ham
1663,Ard 6 like dat lor.,ham
1664,Why don't you wait 'til at least wednesday to see if you get your .,ham
1665,Huh y lei...,ham
1666,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",spam
1667,"This is the 2nd time we have tried 2 contact u. U have won the �750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",spam
1668,Will �_ b going to esplanade fr home?,ham
1669,"Pity, * was in mood for that. So...any other suggestions?",ham
1670,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free,ham
1671,Rofl. Its true to its name,ham
